Total Score	Alignment
1611703	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_HA_H1.sam
1611703	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_HA_H1.sam
1617980	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_MP.sam
1617980	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_MP.sam
467114	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_NA_N1.sam
468929	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_NA_N1.sam
468929	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F3-A_NA_N1.sam
413155	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_NP.sam
413155	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_NP.sam
1956107	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_NS.sam
1956107	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_NS.sam
46751	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_PA.sam
46751	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_PA.sam
50239	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_PB1.sam
50239	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_PB1.sam
116176	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F1-A_PB2.sam
116176	/tmp/ashleysobelleonard/IRMAv1.2.0/CHOI-004_N0_XLHBTH-gVagurjpQcgTEmoIMiJdR6Qpq4q53lUv/ASSEMBLY/F2-A_PB2.sam
